member,bioguide_id,party,state,Immigration_total_score,Immigration_vote_totals,Immigration_mean_score,Immigration_final_score,Healthcare_total_score,Healthcare_vote_totals,Healthcare_mean_score,Healthcare_final_score,Taxes_spending_budget_total_score,Taxes_spending_budget_vote_totals,Taxes_spending_budget_mean_score,Taxes_spending_budget_final_score,Education_total_score,Education_vote_totals,Education_mean_score,Education_final_score,Climate_environment_total_score,Climate_environment_vote_totals,Climate_environment_mean_score,Climate_environment_final_score,Nominations_total_score,Nominations_vote_totals,Nominations_mean_score,Nominations_final_score,Entitlements_welfare_total_score,Entitlements_welfare_vote_totals,Entitlements_welfare_mean_score,Entitlements_welfare_final_score,Military_national_security_total_score,Military_national_security_vote_totals,Military_national_security_mean_score,Military_national_security_final_score,Technology_total_score,Technology_vote_totals,Technology_mean_score,Technology_final_score,Business_employment_total_score,Business_employment_vote_totals,Business_employment_mean_score,Business_employment_final_score,Miscellaneous_total_score,Miscellaneous_vote_totals,Miscellaneous_mean_score,Miscellaneous_final_score
Lee (FL),L000597,R,FL,5,5,1.0,100.0,9,9,1.0,100.0,6,6,1.0,100.0,21,21,1.0,100.0,4,4,1.0,100.0,14,14,1.0,100.0,9,9,1.0,100.0,13,13,1.0,100.0,7,7,1.0,100.0,1,1,1.0,100.0,14,14,1.0,100.0
Lee (PA),L000602,D,PA,0,5,0.0,-100.0,0,9,0.0,-100.0,0,6,0.0,-100.0,0,21,0.0,-100.0,0,4,0.0,-100.0,0,14,0.0,-100.0,0,10,0.0,-100.0,0,13,0.0,-100.0,0,7,0.0,-100.0,0,1,0.0,-100.0,0,16,0.0,-100.0
Liccardo,L000607,D,CA,0,2,0.0,-100.0,2,8,0.25,-50.0,1,5,0.2,-60.0,2,19,0.105263,-78.9474,1,2,0.5,0.0,0,14,0.0,-100.0,0,10,0.0,-100.0,0,11,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,0,14,0.0,-100.0
Luna,L000596,R,FL,5,5,1.0,100.0,9,9,1.0,100.0,6,6,1.0,100.0,21,21,1.0,100.0,3,4,0.75,50.0,14,14,1.0,100.0,10,10,1.0,100.0,13,13,1.0,100.0,7,7,1.0,100.0,1,1,1.0,100.0,14,16,0.875,75.0
Luttrell,L000603,R,TX,5,5,1.0,100.0,9,9,1.0,100.0,6,6,1.0,100.0,21,21,1.0,100.0,4,4,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,13,13,1.0,100.0,7,7,1.0,100.0,1,1,1.0,100.0,16,16,1.0,100.0
Mackenzie,M001230,R,PA,2,2,1.0,100.0,6,8,0.75,50.0,5,5,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,13,14,0.928571,85.7143,10,10,1.0,100.0,11,11,1.0,100.0,5,5,1.0,100.0,1,1,1.0,100.0,14,14,1.0,100.0
Magaziner,M001223,D,RI,0,5,0.0,-100.0,0,9,0.0,-100.0,0,6,0.0,-100.0,2,21,0.095238,-80.9524,1,4,0.25,-50.0,0,14,0.0,-100.0,0,10,0.0,-100.0,1,13,0.076923,-84.6154,0,7,0.0,-100.0,0,1,0.0,-100.0,2,16,0.125,-75.0
Maloy,M001228,R,UT,2,2,1.0,100.0,8,8,1.0,100.0,5,5,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,12,12,1.0,100.0,9,9,1.0,100.0,12,12,1.0,100.0,5,5,1.0,100.0,1,1,1.0,100.0,16,16,1.0,100.0
Mannion,M001231,D,NY,0,2,0.0,-100.0,2,8,0.25,-50.0,1,5,0.2,-60.0,2,19,0.105263,-78.9474,1,2,0.5,0.0,3,14,0.214286,-57.1429,0,10,0.0,-100.0,0,11,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,0,14,0.0,-100.0
McBride,M001238,D,DE,0,2,0.0,-100.0,2,8,0.25,-50.0,1,5,0.2,-60.0,0,19,0.0,-100.0,0,2,0.0,-100.0,0,14,0.0,-100.0,0,10,0.0,-100.0,0,11,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,0,14,0.0,-100.0
McClain Delaney,M001232,D,MD,0,2,0.0,-100.0,2,8,0.25,-50.0,1,5,0.2,-60.0,3,19,0.157895,-68.4211,1,2,0.5,0.0,3,14,0.214286,-57.1429,2,10,0.2,-60.0,0,11,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,0,14,0.0,-100.0
McClellan,M001227,D,VA,0,2,0.0,-100.0,0,8,0.0,-100.0,0,6,0.0,-100.0,0,19,0.0,-100.0,0,4,0.0,-100.0,0,14,0.0,-100.0,0,10,0.0,-100.0,1,13,0.076923,-84.6154,0,7,0.0,-100.0,0,1,0.0,-100.0,2,16,0.125,-75.0
McCormick,M001218,R,GA,5,5,1.0,100.0,9,9,1.0,100.0,6,6,1.0,100.0,21,21,1.0,100.0,4,4,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,13,13,1.0,100.0,7,7,1.0,100.0,1,1,1.0,100.0,16,16,1.0,100.0
McDonald Rivet,M001237,D,MI,2,2,1.0,100.0,2,8,0.25,-50.0,1,5,0.2,-60.0,5,19,0.263158,-47.3684,1,2,0.5,0.0,3,14,0.214286,-57.1429,3,10,0.3,-40.0,2,11,0.181818,-63.6364,0,5,0.0,-100.0,0,1,0.0,-100.0,2,14,0.142857,-71.4286
McDowell,M001240,R,NC,2,2,1.0,100.0,8,8,1.0,100.0,5,5,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,11,11,1.0,100.0,5,5,1.0,100.0,1,1,1.0,100.0,14,14,1.0,100.0
McGarvey,M001220,D,KY,0,5,0.0,-100.0,0,9,0.0,-100.0,0,6,0.0,-100.0,2,21,0.095238,-80.9524,1,4,0.25,-50.0,0,14,0.0,-100.0,0,10,0.0,-100.0,0,13,0.0,-100.0,0,7,0.0,-100.0,0,1,0.0,-100.0,0,16,0.0,-100.0
McGuire,M001239,R,VA,2,2,1.0,100.0,8,8,1.0,100.0,5,5,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,11,11,1.0,100.0,5,5,1.0,100.0,1,1,1.0,100.0,14,14,1.0,100.0
McIver,M001229,D,NJ,0,2,0.0,-100.0,0,8,0.0,-100.0,0,5,0.0,-100.0,0,19,0.0,-100.0,0,2,0.0,-100.0,0,14,0.0,-100.0,0,10,0.0,-100.0,0,12,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,0,16,0.0,-100.0
Menendez,M001226,D,NJ,0,5,0.0,-100.0,2,9,0.222222,-55.5556,1,6,0.166667,-66.6667,2,21,0.095238,-80.9524,1,4,0.25,-50.0,0,14,0.0,-100.0,0,10,0.0,-100.0,0,13,0.0,-100.0,0,7,0.0,-100.0,0,1,0.0,-100.0,0,16,0.0,-100.0
Messmer,M001233,R,IN,2,2,1.0,100.0,8,8,1.0,100.0,5,5,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,11,11,1.0,100.0,5,5,1.0,100.0,1,1,1.0,100.0,14,14,1.0,100.0
Miller (OH),M001222,R,OH,5,5,1.0,100.0,9,9,1.0,100.0,6,6,1.0,100.0,21,21,1.0,100.0,4,4,1.0,100.0,13,13,1.0,100.0,8,8,1.0,100.0,13,13,1.0,100.0,7,7,1.0,100.0,1,1,1.0,100.0,16,16,1.0,100.0
Mills,M001216,R,FL,5,5,1.0,100.0,9,9,1.0,100.0,6,6,1.0,100.0,21,21,1.0,100.0,3,4,0.75,50.0,14,14,1.0,100.0,10,10,1.0,100.0,13,13,1.0,100.0,7,7,1.0,100.0,1,1,1.0,100.0,14,16,0.875,75.0
Min,M001241,D,CA,0,2,0.0,-100.0,0,8,0.0,-100.0,0,5,0.0,-100.0,2,19,0.105263,-78.9474,1,2,0.5,0.0,3,12,0.25,-50.0,0,9,0.0,-100.0,0,11,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,0,14,0.0,-100.0
Moore (NC),M001236,R,NC,2,2,1.0,100.0,8,8,1.0,100.0,5,5,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,13,13,1.0,100.0,10,10,1.0,100.0,11,11,1.0,100.0,3,3,1.0,100.0,1,1,1.0,100.0,14,14,1.0,100.0
Moore (WV),M001235,R,WV,2,2,1.0,100.0,8,8,1.0,100.0,5,5,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,11,11,1.0,100.0,5,5,1.0,100.0,1,1,1.0,100.0,14,14,1.0,100.0
Moran,M001224,R,TX,5,5,1.0,100.0,9,9,1.0,100.0,6,6,1.0,100.0,21,21,1.0,100.0,4,4,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,13,13,1.0,100.0,7,7,1.0,100.0,1,1,1.0,100.0,16,16,1.0,100.0
Morrison,M001234,D,MN,0,2,0.0,-100.0,0,8,0.0,-100.0,0,5,0.0,-100.0,0,19,0.0,-100.0,0,2,0.0,-100.0,0,13,0.0,-100.0,0,8,0.0,-100.0,0,11,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,0,14,0.0,-100.0
Moskowitz,M001217,D,FL,3,5,0.6,20.0,3,9,0.333333,-33.3333,1,6,0.166667,-66.6667,4,21,0.190476,-61.9048,1,4,0.25,-50.0,3,14,0.214286,-57.1429,0,10,0.0,-100.0,7,13,0.538462,7.6923,3,7,0.428571,-14.2857,0,1,0.0,-100.0,5,16,0.3125,-37.5
Mullin,M001225,D,CA,0,3,0.0,-100.0,0,9,0.0,-100.0,0,4,0.0,-100.0,0,21,0.0,-100.0,0,4,0.0,-100.0,0,13,0.0,-100.0,0,10,0.0,-100.0,0,8,0.0,-100.0,0,6,0.0,-100.0,0,1,0.0,-100.0,0,15,0.0,-100.0
Nunn (IA),N000193,R,IA,5,5,1.0,100.0,7,7,1.0,100.0,6,6,1.0,100.0,19,19,1.0,100.0,4,4,1.0,100.0,12,12,1.0,100.0,10,10,1.0,100.0,13,13,1.0,100.0,7,7,1.0,100.0,1,1,1.0,100.0,16,16,1.0,100.0
Ogles,O000175,R,TN,5,5,1.0,100.0,9,9,1.0,100.0,6,6,1.0,100.0,21,21,1.0,100.0,3,4,0.75,50.0,14,14,1.0,100.0,10,10,1.0,100.0,12,13,0.923077,84.6154,5,7,0.714286,42.8571,1,1,1.0,100.0,14,16,0.875,75.0
Olszewski,O000176,D,MD,0,2,0.0,-100.0,2,8,0.25,-50.0,1,5,0.2,-60.0,2,19,0.105263,-78.9474,1,2,0.5,0.0,0,14,0.0,-100.0,0,10,0.0,-100.0,0,11,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,0,14,0.0,-100.0
Onder,O000177,R,MO,2,2,1.0,100.0,8,8,1.0,100.0,5,5,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,11,11,1.0,100.0,5,5,1.0,100.0,1,1,1.0,100.0,14,14,1.0,100.0
Patronis,P000622,R,FL,0,0,0.0,0.0,5,5,1.0,100.0,2,2,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,4,4,1.0,100.0,7,7,1.0,100.0,6,6,1.0,100.0,2,2,1.0,100.0,1,1,1.0,100.0,13,13,1.0,100.0
Perez,G000600,D,WA,5,5,1.0,100.0,2,9,0.222222,-55.5556,2,6,0.333333,-33.3333,11,21,0.52381,4.7619,2,4,0.5,0.0,10,14,0.714286,42.8571,6,10,0.6,20.0,11,13,0.846154,69.2308,3,7,0.428571,-14.2857,0,1,0.0,-100.0,7,16,0.4375,-12.5
Pettersen,P000620,D,CO,0,3,0.0,-100.0,3,8,0.375,-25.0,1,4,0.25,-50.0,4,21,0.190476,-61.9048,1,4,0.25,-50.0,0,5,0.0,-100.0,0,7,0.0,-100.0,1,8,0.125,-75.0,2,6,0.333333,-33.3333,0,1,0.0,-100.0,0,15,0.0,-100.0
Pou,P000621,D,NJ,0,2,0.0,-100.0,2,8,0.25,-50.0,1,5,0.2,-60.0,2,19,0.105263,-78.9474,1,2,0.5,0.0,0,14,0.0,-100.0,0,10,0.0,-100.0,0,11,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,0,14,0.0,-100.0
Ramirez,R000617,D,IL,0,5,0.0,-100.0,0,9,0.0,-100.0,0,6,0.0,-100.0,0,21,0.0,-100.0,0,4,0.0,-100.0,0,14,0.0,-100.0,0,10,0.0,-100.0,0,13,0.0,-100.0,0,7,0.0,-100.0,0,1,0.0,-100.0,0,16,0.0,-100.0
Randall,R000621,D,WA,0,2,0.0,-100.0,0,6,0.0,-100.0,0,4,0.0,-100.0,0,19,0.0,-100.0,0,2,0.0,-100.0,0,14,0.0,-100.0,0,9,0.0,-100.0,0,11,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,0,12,0.0,-100.0
Riley (NY),R000622,D,NY,0,2,0.0,-100.0,2,8,0.25,-50.0,1,5,0.2,-60.0,2,19,0.105263,-78.9474,1,2,0.5,0.0,0,11,0.0,-100.0,0,10,0.0,-100.0,1,11,0.090909,-81.8182,0,5,0.0,-100.0,0,1,0.0,-100.0,2,14,0.142857,-71.4286
Rivas,R000620,D,CA,0,2,0.0,-100.0,0,8,0.0,-100.0,0,5,0.0,-100.0,0,19,0.0,-100.0,0,2,0.0,-100.0,0,14,0.0,-100.0,0,10,0.0,-100.0,0,11,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,0,14,0.0,-100.0
Rulli,R000619,R,OH,2,2,1.0,100.0,5,5,1.0,100.0,4,4,1.0,100.0,16,16,1.0,100.0,2,2,1.0,100.0,12,12,1.0,100.0,10,10,1.0,100.0,11,11,1.0,100.0,7,7,1.0,100.0,1,1,1.0,100.0,15,15,1.0,100.0
Salinas,S001226,D,OR,0,5,0.0,-100.0,1,9,0.111111,-77.7778,0,6,0.0,-100.0,2,21,0.095238,-80.9524,0,4,0.0,-100.0,0,14,0.0,-100.0,0,10,0.0,-100.0,0,13,0.0,-100.0,0,7,0.0,-100.0,0,1,0.0,-100.0,0,16,0.0,-100.0
Schmidt,S001228,R,KS,2,2,1.0,100.0,8,8,1.0,100.0,5,5,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,11,11,1.0,100.0,5,5,1.0,100.0,1,1,1.0,100.0,14,14,1.0,100.0
Scholten,S001221,D,MI,0,5,0.0,-100.0,2,9,0.222222,-55.5556,1,6,0.166667,-66.6667,3,21,0.142857,-71.4286,1,4,0.25,-50.0,3,14,0.214286,-57.1429,2,10,0.2,-60.0,3,13,0.230769,-53.8462,2,7,0.285714,-42.8571,0,1,0.0,-100.0,4,16,0.25,-50.0
Self,S001224,R,TX,5,5,1.0,100.0,9,9,1.0,100.0,6,6,1.0,100.0,21,21,1.0,100.0,3,4,0.75,50.0,14,14,1.0,100.0,10,10,1.0,100.0,12,13,0.923077,84.6154,7,7,1.0,100.0,1,1,1.0,100.0,12,16,0.75,50.0
Shreve,S001229,R,IN,2,2,1.0,100.0,8,8,1.0,100.0,5,5,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,11,11,1.0,100.0,5,5,1.0,100.0,1,1,1.0,100.0,14,14,1.0,100.0
Simon,S001231,D,CA,0,2,0.0,-100.0,2,8,0.25,-50.0,1,5,0.2,-60.0,0,19,0.0,-100.0,0,2,0.0,-100.0,0,14,0.0,-100.0,0,10,0.0,-100.0,0,10,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,0,12,0.0,-100.0
Sorensen,S001225,D,IL,0,5,0.0,-100.0,3,9,0.333333,-33.3333,1,6,0.166667,-66.6667,4,21,0.190476,-61.9048,1,4,0.25,-50.0,3,14,0.214286,-57.1429,0,10,0.0,-100.0,1,13,0.076923,-84.6154,2,7,0.285714,-42.8571,0,1,0.0,-100.0,0,16,0.0,-100.0
Strong,S001220,R,AL,5,5,1.0,100.0,9,9,1.0,100.0,6,6,1.0,100.0,21,21,1.0,100.0,4,4,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,13,13,1.0,100.0,7,7,1.0,100.0,1,1,1.0,100.0,16,16,1.0,100.0
Stutzman,S001188,R,IN,2,2,1.0,100.0,8,8,1.0,100.0,5,5,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,11,11,1.0,100.0,5,5,1.0,100.0,1,1,1.0,100.0,14,14,1.0,100.0
Subramanyam,S001230,D,VA,0,2,0.0,-100.0,2,8,0.25,-50.0,1,5,0.2,-60.0,2,19,0.105263,-78.9474,1,2,0.5,0.0,3,14,0.214286,-57.1429,0,10,0.0,-100.0,0,11,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,0,14,0.0,-100.0
Sykes,S001223,D,OH,0,5,0.0,-100.0,2,9,0.222222,-55.5556,1,6,0.166667,-66.6667,2,21,0.095238,-80.9524,1,4,0.25,-50.0,3,14,0.214286,-57.1429,0,10,0.0,-100.0,2,13,0.153846,-69.2308,2,7,0.285714,-42.8571,0,1,0.0,-100.0,2,16,0.125,-75.0
Taylor,T000490,R,OH,2,2,1.0,100.0,8,8,1.0,100.0,5,5,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,11,11,1.0,100.0,5,5,1.0,100.0,1,1,1.0,100.0,14,14,1.0,100.0
Thanedar,T000488,D,MI,0,5,0.0,-100.0,2,9,0.222222,-55.5556,1,6,0.166667,-66.6667,2,21,0.095238,-80.9524,1,4,0.25,-50.0,0,11,0.0,-100.0,0,10,0.0,-100.0,2,13,0.153846,-69.2308,0,7,0.0,-100.0,0,1,0.0,-100.0,4,16,0.25,-50.0
Tokuda,T000487,D,HI,0,5,0.0,-100.0,0,9,0.0,-100.0,0,6,0.0,-100.0,0,21,0.0,-100.0,0,4,0.0,-100.0,0,14,0.0,-100.0,0,10,0.0,-100.0,0,13,0.0,-100.0,0,7,0.0,-100.0,0,1,0.0,-100.0,0,16,0.0,-100.0
Tran,T000491,D,CA,0,2,0.0,-100.0,2,8,0.25,-50.0,1,5,0.2,-60.0,2,19,0.105263,-78.9474,1,2,0.5,0.0,3,14,0.214286,-57.1429,0,10,0.0,-100.0,0,11,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,0,14,0.0,-100.0
Van Orden,V000135,R,WI,5,5,1.0,100.0,9,9,1.0,100.0,6,6,1.0,100.0,21,21,1.0,100.0,4,4,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,11,11,1.0,100.0,7,7,1.0,100.0,1,1,1.0,100.0,15,15,1.0,100.0
Vasquez,V000136,D,NM,0,5,0.0,-100.0,3,9,0.333333,-33.3333,1,6,0.166667,-66.6667,5,21,0.238095,-52.381,1,4,0.25,-50.0,2,14,0.142857,-71.4286,3,10,0.3,-40.0,3,13,0.230769,-53.8462,2,7,0.285714,-42.8571,0,1,0.0,-100.0,4,16,0.25,-50.0
Vindman,V000138,D,VA,0,2,0.0,-100.0,2,8,0.25,-50.0,1,5,0.2,-60.0,2,19,0.105263,-78.9474,1,2,0.5,0.0,3,14,0.214286,-57.1429,0,10,0.0,-100.0,3,11,0.272727,-45.4545,0,5,0.0,-100.0,0,1,0.0,-100.0,3,14,0.214286,-57.1429
Whitesides,W000830,D,CA,0,2,0.0,-100.0,2,8,0.25,-50.0,1,5,0.2,-60.0,2,19,0.105263,-78.9474,1,2,0.5,0.0,0,11,0.0,-100.0,0,10,0.0,-100.0,1,11,0.090909,-81.8182,0,5,0.0,-100.0,0,1,0.0,-100.0,2,14,0.142857,-71.4286
Wied,W000829,R,WI,2,2,1.0,100.0,8,8,1.0,100.0,5,5,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,12,12,1.0,100.0,5,5,1.0,100.0,1,1,1.0,100.0,16,16,1.0,100.0
Zinke,Z000018,R,MT,5,5,1.0,100.0,9,9,1.0,100.0,6,6,1.0,100.0,21,21,1.0,100.0,4,4,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,13,13,1.0,100.0,7,7,1.0,100.0,1,1,1.0,100.0,16,16,1.0,100.0
Angela Alsobrooks,,D,MD,0,3,0.0,-100.0,2,8,0.25,-50.0,1,5,0.2,-60.0,2,18,0.111111,-77.7778,1,2,0.5,0.0,0,13,0.0,-100.0,0,6,0.0,-100.0,0,13,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,0,14,0.0,-100.0
Tammy Baldwin,,D,WI,3,7,0.428571,-14.2857,0,12,0.0,-100.0,0,11,0.0,-100.0,0,22,0.0,-100.0,1,7,0.142857,-71.4286,0,17,0.0,-100.0,0,20,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,2,18,0.111111,-77.7778
Jim Banks,,R,IN,3,3,1.0,100.0,8,8,1.0,100.0,5,5,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,10,10,1.0,100.0,5,5,1.0,100.0,1,1,1.0,100.0,14,14,1.0,100.0
John Barrasso,,R,WY,4,4,1.0,100.0,11,12,0.916667,83.3333,11,11,1.0,100.0,22,22,1.0,100.0,6,7,0.857143,71.4286,15,17,0.882353,76.4706,20,20,1.0,100.0,15,15,1.0,100.0,13,16,0.8125,62.5,7,9,0.777778,55.5556,18,18,1.0,100.0
Michael Bennet,,D,CO,3,7,0.428571,-14.2857,0,12,0.0,-100.0,0,11,0.0,-100.0,0,22,0.0,-100.0,0,7,0.0,-100.0,0,16,0.0,-100.0,0,18,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,0,18,0.0,-100.0
Marsha Blackburn,,R,TN,4,4,1.0,100.0,12,12,1.0,100.0,11,11,1.0,100.0,19,19,1.0,100.0,5,5,1.0,100.0,17,17,1.0,100.0,17,17,1.0,100.0,17,17,1.0,100.0,15,15,1.0,100.0,9,9,1.0,100.0,16,16,1.0,100.0
Richard Blumenthal,,D,CT,0,7,0.0,-100.0,0,12,0.0,-100.0,0,11,0.0,-100.0,0,22,0.0,-100.0,1,7,0.142857,-71.4286,0,17,0.0,-100.0,0,20,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,2,18,0.111111,-77.7778
Lisa Blunt Rochester,,D,DE,0,3,0.0,-100.0,0,8,0.0,-100.0,0,5,0.0,-100.0,0,19,0.0,-100.0,0,2,0.0,-100.0,0,14,0.0,-100.0,0,10,0.0,-100.0,0,13,0.0,-100.0,0,5,0.0,-100.0,0,1,0.0,-100.0,0,14,0.0,-100.0
Cory Booker,,D,NJ,0,7,0.0,-100.0,2,12,0.166667,-66.6667,1,11,0.090909,-81.8182,2,20,0.1,-80.0,1,7,0.142857,-71.4286,0,14,0.0,-100.0,0,19,0.0,-100.0,0,15,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,0,18,0.0,-100.0
John Boozman,,R,AR,7,7,1.0,100.0,12,12,1.0,100.0,11,11,1.0,100.0,22,22,1.0,100.0,7,7,1.0,100.0,16,17,0.941176,88.2353,18,20,0.9,80.0,15,18,0.833333,66.6667,14,16,0.875,75.0,8,9,0.888889,77.7778,18,18,1.0,100.0
Katie Britt,,R,AL,7,7,1.0,100.0,8,8,1.0,100.0,6,6,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,13,13,1.0,100.0,10,10,1.0,100.0,13,13,1.0,100.0,5,5,1.0,100.0,2,2,1.0,100.0,12,12,1.0,100.0
Ted Budd,,R,NC,7,7,1.0,100.0,8,8,1.0,100.0,7,7,1.0,100.0,18,18,1.0,100.0,2,2,1.0,100.0,15,15,1.0,100.0,9,9,1.0,100.0,12,12,1.0,100.0,5,5,1.0,100.0,2,2,1.0,100.0,12,12,1.0,100.0
Maria Cantwell,,D,WA,0,7,0.0,-100.0,0,12,0.0,-100.0,0,11,0.0,-100.0,0,22,0.0,-100.0,1,5,0.2,-60.0,0,17,0.0,-100.0,0,20,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,2,17,0.117647,-76.4706
Shelley Capito,,R,WV,7,7,1.0,100.0,9,12,0.75,50.0,10,11,0.909091,81.8182,21,22,0.954545,90.9091,6,7,0.857143,71.4286,14,17,0.823529,64.7059,13,20,0.65,30.0,15,18,0.833333,66.6667,10,16,0.625,25.0,2,9,0.222222,-55.5556,17,18,0.944444,88.8889
Bill Cassidy,,R,LA,7,7,1.0,100.0,10,12,0.833333,66.6667,11,11,1.0,100.0,21,22,0.954545,90.9091,6,7,0.857143,71.4286,17,17,1.0,100.0,17,20,0.85,70.0,18,18,1.0,100.0,13,16,0.8125,62.5,2,9,0.222222,-55.5556,17,18,0.944444,88.8889
Susan Collins,,R,ME,6,7,0.857143,71.4286,9,12,0.75,50.0,9,11,0.818182,63.6364,18,22,0.818182,63.6364,4,7,0.571429,14.2857,14,17,0.823529,64.7059,10,20,0.5,0.0,13,18,0.722222,44.4444,8,16,0.5,0.0,2,9,0.222222,-55.5556,14,18,0.777778,55.5556
Christopher Coons,,D,DE,0,4,0.0,-100.0,0,12,0.0,-100.0,0,11,0.0,-100.0,0,22,0.0,-100.0,1,7,0.142857,-71.4286,0,16,0.0,-100.0,0,18,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,2,18,0.111111,-77.7778
John Cornyn,,R,TX,7,7,1.0,100.0,9,12,0.75,50.0,11,11,1.0,100.0,21,22,0.954545,90.9091,6,7,0.857143,71.4286,14,17,0.823529,64.7059,15,20,0.75,50.0,15,18,0.833333,66.6667,10,13,0.769231,53.8462,2,9,0.222222,-55.5556,17,18,0.944444,88.8889
Catherine Cortez Masto,,D,NV,3,7,0.428571,-14.2857,3,12,0.25,-50.0,1,11,0.090909,-81.8182,4,22,0.181818,-63.6364,2,7,0.285714,-42.8571,6,17,0.352941,-29.4118,0,19,0.0,-100.0,0,18,0.0,-100.0,0,16,0.0,-100.0,0,9,0.0,-100.0,2,16,0.125,-75.0
Tom Cotton,,R,AR,7,7,1.0,100.0,12,12,1.0,100.0,11,11,1.0,100.0,18,18,1.0,100.0,6,6,1.0,100.0,17,17,1.0,100.0,17,17,1.0,100.0,15,18,0.833333,66.6667,13,15,0.866667,73.3333,7,8,0.875,75.0,16,16,1.0,100.0
Kevin Cramer,,R,ND,5,5,1.0,100.0,11,11,1.0,100.0,11,11,1.0,100.0,22,22,1.0,100.0,5,5,1.0,100.0,14,15,0.933333,86.6667,16,18,0.888889,77.7778,14,14,1.0,100.0,15,15,1.0,100.0,9,9,1.0,100.0,17,17,1.0,100.0
Mike Crapo,,R,ID,7,7,1.0,100.0,12,12,1.0,100.0,11,11,1.0,100.0,22,22,1.0,100.0,7,7,1.0,100.0,17,17,1.0,100.0,20,20,1.0,100.0,18,18,1.0,100.0,16,16,1.0,100.0,9,9,1.0,100.0,18,18,1.0,100.0
Ted Cruz,,R,TX,7,7,1.0,100.0,11,11,1.0,100.0,11,11,1.0,100.0,18,18,1.0,100.0,6,7,0.857143,71.4286,16,16,1.0,100.0,19,19,1.0,100.0,18,18,1.0,100.0,16,16,1.0,100.0,9,9,1.0,100.0,14,16,0.875,75.0
John  Curtis,,R,UT,3,3,1.0,100.0,8,8,1.0,100.0,5,5,1.0,100.0,19,19,1.0,100.0,2,2,1.0,100.0,14,14,1.0,100.0,10,10,1.0,100.0,13,13,1.0,100.0,5,5,1.0,100.0,1,1,1.0,100.0,14,14,1.0,100.0
